date,GOOG,AAPL,FB,IBM,AAL,AMZN,GE,AMD,WMT,BAC,GM,T,UAA,SHLD,XOM,RRC,BBY,MA,PFE,JPM,SBUX
08/02/2013,390.147461,50.975567,28.549999,186.41,14.75,261.950012,18.931015,2.59,62.357922,11.104784,23.999556,26.88151,12.55,35.790745,75.169655,71.007721,13.367504,48.706871,22.530869,42.448936,25.403105
09/02/2013,388.682007,51.506813,28.26,186.73,14.46,257.209991,18.888947,2.67,62.288139,11.199212,23.965954,26.851019,12.455,36.20586,74.889717,69.560989,13.734696,48.370678,22.748802,42.475128,25.299459
10/02/2013,387.827545,50.215736,27.370001,182.43,14.27,258.700012,18.998323,2.77,62.288139,11.567486,23.982756,27.13302,12.43,36.039814,75.042397,69.905449,13.489903,48.258324,22.623072,42.894123,25.353533
11/02/2013,388.900574,50.120209,27.91,180.11,14.66,269.470001,19.679844,2.75,62.279396,11.491941,24.083559,26.995832,12.175,35.941696,75.220573,70.181015,13.218881,48.21838,22.631454,42.49258,25.159758
12/02/2013,391.364563,50.075142,28.5,179.5,13.99,269.23999,19.696667,2.75,61.782146,11.45417,23.310734,26.896755,12.225,36.575695,75.093307,70.594368,13.734696,48.492348,22.681744,42.963943,25.033575
13/02/2013,393.883179,49.385067,28.32,179.4,14.5,265.089996,19.595703,2.71,60.456127,11.359742,23.31913,26.950102,12.3875,35.722816,74.957565,69.246056,14.748845,48.58242,22.874529,42.667168,24.488289
14/02/2013,400.818054,49.366829,28.93,180.61,14.26,269.75,19.982737,2.82,59.985023,11.510825,23.251934,27.186365,12.44,36.636074,75.771973,71.342331,15.151005,48.557346,23.22658,43.164711,24.537863
15/02/2013,393.669556,48.171265,28.459999,179.97,13.33,266.410004,19.696667,2.7,60.377594,11.142554,22.764717,27.033939,12.19,36.153027,75.47506,69.137794,15.081061,47.633305,23.109226,42.431477,24.024118
16/02/2013,395.194641,47.871834,27.280001,179.12,13.37,265.940002,19.730597,2.6,61.293617,10.783729,22.269104,27.003456,11.935,35.745457,75.152687,69.039375,15.220948,48.253666,22.975119,42.117233,24.042143
17/02/2013,397.271149,48.381615,27.129999,177.46,13.57,265.420013,19.840874,2.61,61.415737,10.802613,22.773123,27.193998,11.8125,35.617149,75.670158,70.574661,14.879985,48.647438,22.949968,42.693344,24.411678
18/02/2013,392.830017,47.521954,27.27,177.03,13.02,259.869995,19.348883,2.53,61.450638,10.415456,22.117891,26.820538,11.6725,34.741627,74.39769,69.354324,14.862498,47.446636,22.497341,41.637138,23.979055
19/02/2013,392.512085,48.184139,27.389999,175.97,13.26,259.359985,19.552462,2.46,62.035133,10.509885,22.537907,27.049192,11.8825,34.288769,75.084831,70.230232,14.390395,47.335194,22.656601,41.549854,24.010599
20/02/2013,397.305908,47.711926,26.870001,176.29,13.41,263.25,19.82391,2.53,62.514965,10.680009,23.016726,27.323565,12.0525,35.82848,75.950119,73.035095,14.512794,47.845058,22.975119,43.016315,24.591936
21/02/2013,398.011322,47.371716,27.25,176.57,13.43,264.269989,19.696669,2.49,61.74725,10.613852,22.806719,27.369295,12.32,33.964222,75.967079,75.584084,14.346681,48.089291,22.941591,42.702068,24.718119
22/02/2013,400.490204,46.198692,27.780001,176.89,13.61,265.73999,19.671223,2.42,62.584736,10.717814,22.857119,27.445503,12.365,33.481174,75.86528,76.164734,15.002378,48.133865,22.958353,42.693344,24.727127
23/02/2013,408.095734,45.080402,27.719999,177.11,13.9,273.109985,19.739084,2.4,63.91077,10.783974,22.756317,27.613182,12.4925,33.337772,75.458084,76.026978,15.535685,48.422691,23.209816,42.8592,25.101171
24/02/2013,416.590485,46.270596,27.52,176.46,14.05,275.589996,20.010519,2.43,64.31205,10.916292,23.167931,27.895182,12.4775,35.194481,76.017982,77.286705,16.086468,48.951107,23.528328,43.199619,25.4662
25/02/2013,413.003815,45.682476,27.450001,174.55,14.57,273.790009,20.078384,2.43,64.015427,11.265993,23.445141,27.658915,12.5525,34.930317,75.975563,76.40097,16.39246,48.995686,23.570244,43.670982,25.73208
26/02/2013,413.609863,46.210495,28.58,173.99,14.82,273.880005,20.086872,2.55,63.963097,11.587338,23.419941,27.73513,12.625,36.900242,75.254501,77.591797,16.838335,48.911175,23.695969,44.19474,26.250326
27/02/2013,413.073364,46.332844,27.959999,174.45,14.92,274.190002,20.163214,2.56,64.121132,11.407761,23.520739,27.95616,12.285,37.496502,75.47506,77.591797,17.633915,49.148926,23.628918,43.819378,26.439598
28/02/2013,414.712708,46.992863,28.139999,174.1,15.13,271.23999,20.035973,2.59,64.077248,11.483372,23.781149,27.895182,12.17,38.575809,75.636246,78.064194,17.555231,49.303093,23.679205,44.063797,26.412561
01/03/2013,411.130981,45.979752,27.83,175.71,15.5,274.130005,19.857838,2.61,64.621597,11.351052,23.831549,27.986641,12.1275,37.75312,75.636246,78.044518,17.738825,48.585213,23.419367,43.889217,26.263845
02/03/2013,409.988434,45.971157,27.08,174.92,15.91,275.100006,19.925699,2.6,64.665512,11.398313,23.579542,27.895182,12.4275,38.500332,75.721069,78.527,18.324585,48.986412,23.48642,43.784458,26.403549
03/03/2013,408.115601,46.416542,27.040001,175.89,16.25,265.73999,20.095352,2.63,64.287956,11.445568,23.655146,28.093348,12.77,39.617378,76.204613,80.811424,18.796692,48.958534,23.561861,44.517708,25.993462
04/03/2013,404.518982,47.614262,26.65,174.82,15.98,261.820007,19.883284,2.6,63.655807,11.880327,23.697145,27.765617,12.665,39.111691,75.814392,80.742493,18.752975,48.233238,23.48642,43.662254,25.984447
05/03/2013,401.285034,48.908558,26.49,176.69,16.29,257.890015,19.722113,2.65,63.436287,11.870879,23.554346,27.552214,12.5525,39.323021,75.305374,80.939438,19.347475,47.828323,23.503183,43.217075,25.655476
06/03/2013,403.038635,48.776543,26.549999,178.23,16.78,256.410004,19.781494,2.67,63.611904,12.012647,23.604744,27.54459,12.12,39.058857,75.144188,79.37381,19.602972,47.511654,23.461273,42.946487,25.610405
07/03/2013,404.722656,48.517902,25.860001,182.15,17.23,257.279999,19.900248,2.75,64.086014,12.078806,24.528774,27.582699,12.4025,39.473976,75.186607,79.619987,20.325422,48.163586,23.712732,42.876659,25.880796
08/03/2013,403.00882,48.587666,25.74,182.18,17,253.389999,19.756046,2.64,64.208939,11.880327,24.049957,27.552214,12.0925,39.006023,74.79641,80.486481,19.787992,47.735458,23.561861,42.204517,25.709549
09/03/2013,402.536896,49.572872,25.73,183.55,16.86,257.75,19.82391,2.54,65.218643,11.870879,23.705545,27.765617,12.65,39.285286,75.746513,79.521523,20.069921,48.059574,23.788174,42.579872,25.858265
10/03/2013,402.204041,49.752098,25.129999,184.49,16.6,256.019989,19.713633,2.51,65.719116,11.719655,23.655146,27.73513,12.6775,38.794689,75.517448,79.915375,20.439957,48.290817,23.603769,42.352921,25.547314
11/03/2013,403.585083,49.490242,25.209999,183.54,16.51,260.309998,19.611843,2.54,65.64888,11.606241,23.646742,28.00189,12.6625,38.409763,76.459106,81.19545,19.999441,49.728436,23.97258,42.457664,25.709549
12/03/2013,398.736603,48.517902,26.09,185.7,16.65,265.299988,19.594873,2.55,65.657654,11.558986,23.571142,27.910431,12.7425,38.243713,76.840851,80.821266,19.51487,49.966164,24.006104,41.698246,25.646461
13/03/2013,394.528961,47.506943,25.58,184.72,16.97,266.48999,19.611843,2.55,65.701553,11.511727,23.369537,27.963778,12.8,37.715382,76.442162,79.797211,19.51487,50.254055,24.190506,41.42765,25.664486
14/03/2013,398.006348,46.031269,25.530001,181.5,16.67,261.609985,19.577909,2.44,66.228371,11.483372,23.352737,28.390585,12.64,38.19088,77.002029,79.107941,19.100786,49.891876,24.173744,41.750622,25.628433
15/03/2013,403.893066,46.12571,25.42,182.43,15.74,263.320007,19.79846,2.39,66.746399,11.483372,23.461935,28.634485,12.905,38.175785,76.840851,77.886971,19.065544,50.203915,24.500643,42.143421,26.254837
16/03/2013,400.495178,46.361816,26.25,181.45,15.53,259.029999,19.510046,2.32,66.728821,11.162027,23.352737,28.413456,13.3125,37.383289,76.289452,75.316978,19.074358,49.522251,24.333004,41.150883,26.002476
17/03/2013,394.966125,45.903553,27.07,180.97,15.69,259.079987,19.577909,2.33,66.904434,11.284894,23.302334,28.893616,13.3075,38.107857,76.153709,75.336685,22.14035,49.612343,24.441973,41.713032,26.187237
18/03/2013,388.994965,45.418461,27.389999,181.69,15.72,255.479996,19.45067,2.29,67.071266,11.313251,23.117529,28.977463,13.26,37.300262,75.508972,77.90667,22.422279,49.929802,24.391682,42.081936,26.047537
19/03/2013,384.921448,45.741501,26.85,178.54,15.84,258.950012,19.611843,2.59,67.861473,11.540084,23.176331,29.016018,13.505,37.904072,75.161163,79.403358,22.871607,50.189972,24.441973,42.670437,26.191744
20/03/2013,386.312408,45.824142,26.59,176.88,15.7,261.140015,19.560949,2.63,68.590218,11.577887,23.125931,29.124001,13.5525,38.213524,75.305374,78.861778,22.677776,49.557865,24.400057,42.758266,25.871782
21/03/2013,392.536926,46.758904,27.57,178.02,15.78,264.769989,20.002047,2.61,67.931717,11.644045,23.831549,29.447943,13.7425,39.843807,75.22905,78.635307,21.867229,50.19561,25.079004,43.258938,26.047537
22/03/2013,392.641235,46.612953,28.02,176.67,16.19,269.850006,20.010519,2.52,68.300476,11.596789,24.965586,29.725613,14.0075,39.594738,75.687134,79.058701,21.241695,50.835232,25.682507,43.31163,26.399042
23/03/2013,392.472351,46.126785,27.4,175.62,16.14,272.869995,19.900248,2.48,68.97654,11.502276,24.881582,29.764175,14.25,39.428688,75.492004,77.699867,21.224075,50.060352,25.707657,43.048134,26.628872
24/03/2013,388.438568,45.058937,26.52,175.85,15.59,267.720001,19.348883,2.4,68.897545,11.322701,24.285166,29.270548,14.0975,36.756836,73.371223,72.855324,20.210892,49.0009,25.523249,42.099503,26.006977
25/03/2013,394.121613,45.74472,26.92,173.85,16.37,272.339996,19.594873,2.44,69.081909,11.606241,24.755579,29.262835,14.1925,36.817219,73.47303,73.771057,20.845232,49.927925,25.933968,42.591389,26.390032
26/03/2013,388.751556,43.229103,26.629999,170.71,16.52,267.399994,19.306469,2.4,68.932632,11.058064,24.58758,29.139431,14.205,35.511482,73.023407,70.67923,20.598543,49.381283,25.875294,41.098179,26.214275
27/03/2013,380.480347,42.075397,25.690001,173.19,16.1,259.420013,19.23012,2.51,67.747337,10.812327,24.343969,29.108582,13.9175,34.718983,73.481499,73.406761,20.237316,48.934208,25.640602,40.966427,26.011486
28/03/2013,397.350616,41.91227,25.73,176.49,16.02,260.320007,18.449722,2.47,68.739471,11.020256,24.486769,29.52508,14.1025,34.854839,74.1856,74.391418,20.484009,49.024376,26.034554,41.484657,26.317924
29/03/2013,397.469849,42.78587,25.969999,177.81,15.52,263.549988,18.110418,2.46,68.458511,11.076964,24.570774,29.872158,13.815,35.186935,74.728531,74.164932,20.862852,49.038467,25.925589,41.590057,26.426083
30/03/2013,401.339661,43.586483,25.98,178.59,16.3,268.899994,18.237658,2.53,69.441872,11.407761,25.074791,30.080406,13.8675,36.054909,75.754997,74.66713,21.259312,49.87344,26.051319,42.310303,26.764067
31/03/2013,404.096741,43.514576,26.110001,176.38,16.45,268.779999,18.627857,2.61,68.511185,11.634594,25.578804,28.56868,13.9925,36.485123,75.86528,74.036934,20.942146,49.96925,25.648981,42.793407,26.962357
01/04/2013,401.935791,43.827953,26.139999,178.36,16.22,274.700012,18.619373,2.68,69.055565,11.757462,25.797207,28.753782,14.1125,38.130501,74.711555,76.272118,21.268126,50.262287,25.363995,43.039349,27.264286
02/04/2013,398.120605,44.774532,26.85,166.99,16.59,254.809998,18.83992,2.64,69.397995,11.73856,25.620808,28.56868,13.94,38.749405,74.652184,72.865173,20.704264,50.280136,25.221493,42.933941,27.038969
03/04/2013,406.883606,46.161125,26.98,165.99,16.81,249.740005,18.890818,2.68,68.827263,11.700754,25.864414,28.769199,13.98,37.677643,74.830322,73.032562,21.32099,50.625774,25.506485,42.96907,27.300341
04/04/2013,409.620819,47.519817,27.77,165.11,16.9,253.809998,18.907785,2.82,68.239014,11.634594,25.906414,28.892618,14.27,38.749405,75.492004,72.392532,22.898039,51.933189,24.366531,43.048134,27.417511
05/04/2013,407.564178,47.14526,27.43,167.13,16.6,248.229996,18.789028,3.22,68.537529,11.473922,25.351999,28.969748,14.09,37.768215,74.236519,70.748161,22.818743,50.701851,24.224037,42.169773,27.102058
06/04/2013,412.124542,47.813877,28.969999,167.89,16.94,252.550003,18.933231,3.41,68.888741,11.521177,26.175222,28.969748,14.235,38.605999,75.186607,71.378365,23.135914,51.238163,24.534172,42.23127,27.210215
07/04/2013,420.127472,48.29253,28.309999,169.83,17.02,258.049988,19.145298,3.6,69.582375,11.568436,26.964849,28.800056,14.4275,38.832428,76.365776,73.288589,23.364985,51.991425,24.274328,41.783295,27.88168
08/04/2013,427.991333,49.444092,27.57,168.92,17,255.720001,19.15378,3.61,69.213608,12.17332,26.729637,28.607241,14.4125,39.307926,76.840851,73.022728,23.206394,51.44479,24.07316,42.319096,28.156576
09/04/2013,425.845276,49.224079,26.889999,169.4,16.98,257.730011,19.238602,3.54,69.213608,12.192222,26.586838,28.938898,14.465,39.579639,77.324409,74.243683,23.012573,51.77634,24.333004,43.162319,28.215555
10/04/2013,433.99231,49.780014,27.120001,173.95,17.34,258.679993,19.518532,3.83,69.116455,12.305638,26.948048,29.177998,14.5525,39.723045,77.79097,73.180267,22.475143,52.007393,24.28229,43.70689,28.315371
11/04/2013,432.924255,51.386501,27.040001,172.07,17.38,260.160004,19.323427,3.86,69.248932,12.201676,26.586838,28.792353,14.6625,39.994759,77.756805,74.79512,22.554434,51.834568,24.172417,43.074482,28.292686
12/04/2013,437.270966,50.959003,26.68,171.17,17.76,263.630005,19.425219,3.95,69.68174,12.305638,26.393631,28.815493,14.9625,42.89304,76.996567,75.011749,22.351797,52.139832,24.27384,43.0042,28.628422
13/04/2013,435.929688,51.158127,26.82,171.19,17.72,264.51001,19.382805,4.17,69.337265,12.267834,26.040821,28.537819,14.8575,42.168468,76.962402,74.135399,22.298933,52.206509,24.823212,43.627838,28.501385
14/04/2013,440.683777,49.934139,27.07,172.19,18.1,268.329987,19.518532,4.26,69.584579,12.608081,26.502834,28.715221,15.1525,43.119469,77.825134,74.79512,23.558807,53.506413,24.84857,44.11972,28.818975
15/04/2013,454.985748,48.245518,26.6,169.88,18.81,266.559998,19.713633,4.38,70.538513,12.702596,27.141254,28.946608,15.345,43.904419,77.93618,74.568649,23.25926,53.945965,24.983799,44.875103,29.06851
16/04/2013,449.014587,48.890141,26.129999,171.16,19.12,264.119995,19.739084,3.83,69.337265,12.626986,27.208456,28.830908,15.3475,43.428921,77.474907,73.711975,22.818743,53.549606,24.721792,44.769699,28.832586
17/04/2013,451.652435,48.741634,26.25,171.93,19.01,269.899994,19.900248,4.07,68.780785,12.693144,28.073685,28.877193,15.6275,43.413826,78.380356,75.326836,23.699776,54.92466,24.476685,45.937904,29.095732
18/04/2013,451.329529,49.829506,25.76,171.92,18.59,267.630005,19.993559,4.1,68.365662,12.768754,28.308893,28.707508,15.52,43.761013,79.029533,76.193336,23.620481,54.789417,24.256935,45.929123,28.959621
19/04/2013,450.554565,49.461632,25.66,174.68,17.95,268.859985,20.069902,4.02,68.356834,12.702596,28.056883,28.491541,16.075001,45.127132,79.2687,77.404488,22.589672,54.93124,24.324554,46.570313,29.150177
20/04/2013,441.836273,49.65176,25.16,174.86,17.93,262.959991,20.239555,3.96,68.038849,12.579728,27.914082,28.244734,15.89,44.05537,78.74765,76.075188,22.598484,54.166691,24.764046,47.106125,29.104805
21/04/2013,438.542694,49.740639,25.059999,175.32,18.19,261.799988,20.069902,4.01,67.420547,12.485214,27.59487,28.337288,15.7525,43.904419,78.405975,76.833359,23.16235,53.511101,24.603462,46.86018,28.818975
22/04/2013,433.838287,50.079258,24.309999,174.04,18.21,261.73999,19.959629,4.05,68.286163,12.51357,27.611668,28.344994,15.635,37.926716,78.183891,75.8881,22.933277,53.673592,24.5443,47.132465,28.746384
23/04/2013,437.787628,49.661888,24.1,174.98,18.12,267.290009,20.019009,4.05,68.294983,12.617534,28.5273,27.905359,15.8225,36.96817,78.909966,76.42968,23.549999,54.075596,24.518942,47.958126,29.154716
24/04/2013,431.349487,50.056763,23.32,176.2,17.83,265.529999,20.05294,3.98,67.332237,12.740401,28.602898,27.697115,15.685,37.911621,78.653687,75.622246,23.823122,53.819176,23.901958,48.019611,28.868879
25/04/2013,432.566559,50.80262,24.549999,176.94,17.67,266.829987,20.019009,4.04,66.802254,13.071198,29.098513,27.380882,15.685,36.500217,78.662239,75.051132,24.439842,54.115036,23.876596,48.854046,28.796289
26/04/2013,432.795074,50.594505,24.35,176.89,17.57,269.200012,19.781494,4,66.104462,12.910525,28.468489,26.98753,15.5,36.854954,77.278458,74.027077,24.272449,53.559948,23.014505,47.949348,28.646568
27/04/2013,431.011688,50.705879,23.85,175.87,17.73,266.880005,20.05294,3.96,66.855255,12.806561,28.913708,27.049227,15.4375,37.171955,78.124107,73.475662,24.105047,54.091549,23.454008,47.861507,28.791756
28/04/2013,426.774231,50.547253,23.52,173.17,17.65,265.700012,20.069902,4.01,67.076088,12.626986,29.367331,27.511993,15.385,36.258694,77.551796,73.249199,24.140293,53.369278,23.377941,47.466236,28.732773
29/04/2013,427.072296,50.074749,22.9,170.92,16.95,267.170013,19.781494,3.91,66.466621,12.381067,28.577703,27.195768,14.91,35.730362,76.578026,72.038063,23.867172,52.556839,23.225801,46.579109,28.283613
30/04/2013,429.526337,49.32663,22.969999,169.36,16.64,267.829987,19.832388,3.94,66.802254,12.485107,28.930513,27.619982,14.8625,35.549221,77.073456,73.081795,24.386984,53.062149,23.758276,46.99194,28.592129
01/05/2013,437.022583,49.703495,23.290001,170.95,17.02,276.869995,20.239555,3.91,67.420547,12.655359,29.426126,27.342325,14.955,35.896408,78.115555,74.992043,24.254007,53.18425,23.885056,47.668278,29.508596
02/05/2013,442.233704,49.375011,24.33,171.62,17.26,281.070007,20.171694,4.06,66.908264,12.579693,29.18252,27.758821,15.01,35.254864,77.833679,75.120056,24.856813,53.140106,23.978024,47.747318,29.994057
03/05/2013,437.062317,49.229885,24.030001,169.52,16.92,274.779999,20.002047,3.96,66.466621,12.409441,28.502098,27.581421,14.9,34.82465,77.269913,73.564285,24.723843,52.638557,24.020287,46.98315,29.681004
04/05/2013,433.172638,48.621258,23.77,168.19,16.88,271.670013,19.934183,3.9,66.104462,12.352692,28.098885,27.473442,14.76,34.017056,76.654892,72.401764,23.828503,52.407505,24.028732,46.710865,29.240913
05/05/2013,435.666412,49.045383,23.73,167.86,17.01,275.790009,20.086872,3.95,66.245811,12.494567,28.980913,27.997915,14.8475,35.632244,78.013062,73.682518,24.431305,53.885857,24.57811,47.580421,29.930542
06/05/2013,434.692749,48.380501,23.629999,168.19,16.93,273.98999,19.951143,3.94,66.130981,12.362148,28.804508,27.697115,14.795,35.111458,77.372421,72.283554,23.819637,53.645416,24.586559,46.666939,29.76268
07/05/2013,440.261536,48.599888,24.02,169.7,16.95,278.059998,20.163214,4.05,66.201622,12.494567,28.334097,27.581421,14.8675,35.352982,78.166817,76.224312,24.298332,54.305698,24.645725,47.299362,29.957762
08/05/2013,447.400085,48.574013,24.209999,169.5,17.22,281.76001,20.638233,4.09,66.890594,12.551319,28.569302,27.897646,15.015,35.519028,78.525581,78.283379,24.874542,54.889912,24.84857,47.527729,30.443216
09/05/2013,447.429901,47.587383,24.309999,169.18,17.06,278.160004,20.341347,4.07,65.768829,12.475651,28.27529,27.188059,14.92,35.058624,77.731171,78.066628,24.519955,55.073997,24.595015,47.035851,30.130169
10/05/2013,439.511414,46.894386,23.9,167.34,16.73,273.440002,19.879627,3.87,64.50573,12.191899,27.351265,26.493891,14.43,33.450985,76.065514,76.372086,23.571421,53.791946,24.206223,46.096008,29.590265
11/05/2013,437.618713,46.518639,24.530001,165.6,16.34,273.359985,19.973684,4,64.929703,12.002728,27.057249,26.586451,14.205,33.21701,76.432808,76.15535,23.730991,53.845474,24.054089,45.639271,29.3498
12/05/2013,432.084717,45.285645,23.940001,165.05,16.13,270.609985,19.606014,4.05,65.539177,11.633851,26.393631,26.578735,14.17,32.522629,75.578613,77.505043,23.332073,52.841423,23.420197,44.725777,29.041288
13/05/2013,430.3013,45.295761,24.25,169.88,16.46,272.089996,19.759924,4.15,65.689323,11.983811,26.729637,27.018379,14.375,32.681129,76.116753,78.500114,23.704391,53.027405,23.656855,45.744675,29.372488
14/05/2013,434.002228,44.782761,24.16,167.88,16.17,277.570007,19.879627,4.14,66.254623,12.068939,27.342861,27.249765,14.4375,32.86982,76.706146,78.155281,24.183092,53.536472,23.749823,46.113583,29.853415
15/05/2013,435.701172,44.300152,24.66,170.69,16.31,277.549988,19.939476,4.08,66.475456,12.305399,27.804874,27.481148,14.615,32.281105,76.911163,77.771065,24.679522,53.600338,23.817436,46.684513,29.803505
16/05/2013,437.340515,44.60952,24.879999,172.14,16.42,277.690002,19.828325,4.08,65.795326,12.163522,27.981277,27.303751,14.9275,31.760323,77.175957,76.175041,24.227413,53.959126,23.673754,46.368309,29.721834
17/05/2013,441.071259,46.037144,24.809999,171.95,16.8,282.100006,19.956583,4.1,65.883644,12.229732,28.560896,27.22662,15.02,31.707489,77.133232,75.948448,26.363827,54.777206,23.479361,46.104797,30.053041
18/05/2013,438.30426,47.080013,24.41,174.06,16.43,283.730011,19.58036,3.97,65.989639,12.201356,28.644905,27.40402,15.005,31.881084,77.423676,77.101135,25.433022,54.763115,23.411745,46.715282,30.302567
19/05/2013,440.350952,47.339897,24.52,175.01,16.75,284.029999,19.588913,4.06,66.033806,12.135147,28.678509,27.473442,15.19,31.881084,77.466377,76.32283,26.080153,55.056152,23.369484,46.688732,30.533957
20/05/2013,443.858124,46.959633,24.370001,177.04,16.84,285.880005,19.871075,4.07,66.43129,12.352692,29.123709,27.635412,15.305,31.798059,78.218063,76.470612,26.354963,56.465343,23.639952,47.768143,30.724518
21/05/2013,449.620636,46.693024,24.709999,176.78,16.94,290.589996,19.939476,4,67.756218,12.560775,29.098513,27.79163,15.395,31.782965,78.798912,77.75135,26.612038,55.92065,23.775177,48.396324,30.983133
22/05/2013,449.69516,47.514259,25.48,178.05,17.36,291.529999,20.195988,4.05,68.038849,12.797236,29.333714,27.807251,15.42,32.779247,79.729973,78.79567,26.354963,56.328701,23.961119,48.56443,30.910532
23/05/2013,450.067749,47.332016,25.799999,179.16,17.17,292.329987,20.127588,3.98,67.809196,12.645903,29.678135,27.643221,15.4525,33.745342,79.285797,77.918839,25.237997,56.074379,24.037186,48.511341,30.896925
24/05/2013,457.146698,48.070007,25.809999,177.21,17.37,299.660004,20.469604,4.45,68.56881,12.778319,30.358555,28.018147,15.0875,34.303864,79.670174,76.578987,26.044687,57.033768,24.316103,48.785622,31.459507
25/05/2013,458.517792,47.982258,25.91,178.27,17.56,307.549988,20.315701,4.32,68.56881,13.033698,30.57696,27.971283,15.2,33.171722,79.781227,76.15535,26.354963,56.8288,24.349911,48.635208,31.631912
26/05/2013,459.35733,48.086895,26.280001,177.66,17.76,306.570007,20.204538,4.4,68.038849,13.128283,30.660959,27.768194,15.215,33.2472,79.653107,76.480476,26.239716,56.545067,24.333002,48.56443,31.604694
27/05/2013,456.83374,48.397388,26.32,181.2,17.95,306.869995,20.033533,4.43,68.339165,13.166115,30.392157,28.025959,14.955,33.330223,79.695793,75.879486,25.831936,55.968086,24.240026,48.670593,31.541166
28/05/2013,456.307159,48.40976,26.65,179.54,18.45,308.690002,20.127588,4.38,68.188995,13.534992,30.54336,28.088444,15.085,32.990582,79.832466,74.579041,25.300053,56.305923,24.240026,48.900642,30.942286
29/05/2013,452.397583,48.572884,26.18,178.98,18.42,304.109985,20.204538,4.64,68.312653,13.960621,30.946575,27.916605,15.2775,32.884914,80.618324,76.352402,25.5394,56.644703,24.079443,49.873867,31.069334
30/05/2013,445.403076,47.806759,25.879999,178.86,18.23,305.230011,21.13653,4.03,68.966293,13.951162,30.753366,27.971283,15.3825,33.496273,81.293137,77.386833,25.68124,56.304024,24.586559,49.688068,31.209978
31/05/2013,452.407532,47.959751,26.049999,175.9,18.15,303.480011,21.256237,3.9,68.780785,14.111957,30.879374,27.79163,15.3675,33.677414,81.002716,76.825264,26.062422,57.183697,24.806309,50.041969,31.314323
01/06/2013,448.979828,47.136261,26.129999,177.58,18.05,301.059998,21.127985,3.66,69.381424,14.130872,30.753366,27.971283,15.475,32.311298,81.318764,75.55439,26.000368,56.747181,24.865471,50.139294,30.697296
02/06/2013,448.532715,49.557259,26.51,179.32,18.5,298.940002,21.051023,3.63,69.098785,13.913327,31.198584,27.651028,15.4575,31.790512,81.139381,74.923851,26.000368,56.081974,24.747149,50.103912,30.220911
03/06/2013,440.981842,49.331131,34.360001,180.3,18.83,303.399994,21.11088,3.7,68.904457,14.026831,31.148182,27.697891,17.344999,32.281105,81.122314,80.184776,26.532255,56.840176,24.67108,49.988888,30.92868
04/06/2013,439.814423,49.611259,34.009998,181.57,19.09,312.01001,21.076681,3.82,68.89563,13.932247,30.803768,27.807251,17.1325,32.741512,80.968544,79.268555,26.28404,56.76141,24.823212,49.590752,33.283379
05/06/2013,438.284393,50.376263,35.43,179.98,19.23,306.100006,20.939873,3.75,68.886787,13.73362,30.560169,28.025959,16.915001,33.239655,80.319359,78.214394,25.583725,56.654186,24.966894,49.272228,32.870506
06/06/2013,442.581421,50.998383,37.630001,174.08,19.2,302.410004,20.931324,3.82,68.798462,13.73362,30.660959,27.666653,16.9575,33.481174,80.131447,78.677444,26.009237,57.071716,25.076767,48.953724,32.634586
07/06/2013,441.006683,50.909496,36.799999,174.54,19.35,301.220001,20.837269,3.77,68.842628,13.809286,30.131748,27.549488,16.782499,34.568031,80.080193,77.928688,26.674089,57.943802,24.906353,49.307621,32.344227
08/06/2013,449.188477,51.376381,37.490002,171.59,19.38,305.570007,21.051023,3.81,69.089943,14.14033,30.635767,27.90098,17.375,35.096363,79.208916,79.31781,27.223703,61.338196,24.804106,50.024284,33.337811
09/06/2013,450.355865,52.035625,38.049999,169.92,18.92,304.209991,21.119432,3.8,69.55809,14.036289,31.03898,27.940037,17.282499,34.779366,78.542648,80.15522,27.746727,61.261326,25.025644,49.980042,33.678097
10/06/2013,449.575928,52.812996,39.189999,168.92,19.17,300.98999,20.965521,3.82,69.575729,13.998454,30.870977,27.861921,17.317499,33.737793,78.235123,80.568985,27.693539,60.965267,24.872272,49.634987,33.560135
11/06/2013,445.388184,52.3405,38.549999,168.49,18.92,300.75,20.785971,3.72,68.780785,13.84712,30.20735,27.713514,17.51,31.949013,78.132629,80.312851,27.826511,62.061302,25.000082,49.095287,33.217915
12/06/2013,442.447296,52.310131,38.869999,169.41,18.87,296.910004,20.811621,3.69,68.75415,13.743078,29.804136,27.799437,17.375,31.533894,78.021591,78.05677,26.984358,61.332512,24.931919,48.927174,32.939579
13/06/2013,443.445801,54.359474,38.540001,168.76,18.98,295.73999,20.803062,3.71,68.647514,13.818745,30.249346,27.565111,17.995001,31.639561,78.39743,78.746391,27.507383,61.286964,24.821148,48.511341,33.281792
14/06/2013,442.328094,53.585949,38.5,165.15,18.6,297.26001,20.734667,3.65,68.336479,13.667411,30.257759,27.182365,18.172501,31.209347,78.027596,78.322777,27.152792,60.539177,24.889315,48.237068,33.217915
15/06/2013,439.893921,55.108223,38.220001,165.09,18.82,296.690002,20.751766,3.65,68.496437,13.629578,30.224157,27.276098,18.4825,32.024487,77.313721,77.633133,27.356678,59.852135,24.872272,47.856621,33.277233
16/06/2013,437.777679,57.727097,37.02,166.43,16.36,293.970001,20.691914,3.69,68.300934,13.724163,30.10655,27.119879,18.5175,31.828251,76.892265,77.859726,27.356678,60.099815,24.940439,48.033573,33.144909
